"","AT5G61380","AT1G01060"
"GSM271072.CEL",7.42859591760092,7.9232199584699
"GSM271073.CEL",7.59990003052945,7.57276385564802
"GSM271074.CEL",7.40901272167506,8.49773998005591
"GSM271079.CEL",7.32280697168903,6.93688879738124
"GSM271080.CEL",7.50779115492392,7.18094141700745
"GSM271082.CEL",7.41140142285814,8.268297550062
"GSM270814.CEL",7.72800570796216,7.4932393942501
"GSM270853.CEL",7.65480265577103,7.35340915397841
"GSM270865.CEL",8.04769003326344,7.53379250382651
"GSM270866.CEL",7.87106539226146,7.52828683375082
"GSM270868.CEL",7.43412627901919,7.49556449582576
"GSM270870.CEL",7.36228933318626,7.47003010961992
"GSM272107.CEL",8.11151625469246,6.80201061594815
"GSM272108.CEL",7.73625883471758,7.71229069831752
"GSM272109.CEL",8.04078826041812,7.41230047281652
"GSM272110.CEL",7.93617620054245,7.48248420167139
"GSM272111.CEL",7.89950716715299,7.19054293971471
"GSM272112.CEL",7.9484053538227,6.8046875691662
"GSM272985.CEL",6.94445706477654,11.3533818968671
"GSM272986.CEL",7.33563718149982,11.5661942077967
"GSM272987.CEL",7.84901397571561,11.1053378525957
"GSM272988.CEL",7.95777540975091,11.339194078537
"GSM272989.CEL",7.08603737692186,11.3537563807255
"GSM272990.CEL",7.08676349505477,11.3270175677681
"GSM272991.CEL",8.07444372572318,10.7812253020284
"GSM272992.CEL",7.9925330388143,11.4165979314495
"GSM275637.CEL",8.92398935773982,11.477436819999
"GSM275638.CEL",8.78812648626493,11.2504548644162
"GSM275639.CEL",7.32987252661091,11.41032117345
"GSM275641.CEL",8.90319140094191,10.7744374563557
"GSM275642.CEL",9.4268538668545,10.6963078815082
"GSM275643.CEL",8.38844700617,10.7430611141365
"GSM277232.CEL",7.91569287329835,7.40891255550575
"GSM277233.CEL",8.05218889275673,7.44607911059791
"GSM277234.CEL",7.4435515438945,8.04529578549307
"GSM277235.CEL",7.64503105229805,8.10619680197446
"GSM282693.CEL",9.55971584090781,8.93435735266499
"GSM282694.CEL",10.0906591654393,8.27369062841743
"GSM282695.CEL",9.96424836184633,8.55516169069959
"GSM282696.CEL",10.2696078029451,8.45314524860833
"GSM282697.CEL",9.85421827489925,9.02383590761132
"GSM282698.CEL",9.92232654628852,9.18298479096401
"GSM282699.CEL",9.64999496170882,8.9291092480219
"GSM282700.CEL",9.86220269194355,8.93646962883103
"GSM282701.CEL",9.7791877412554,8.72183001455093
"GSM282702.CEL",9.76644550977496,8.69606321982593
"GSM282703.CEL",9.95977211792338,8.90566419008078
"GSM284051.CEL",9.79875323051471,5.94663439097488
"GSM284052.CEL",9.0241961722963,6.46784251240967
"GSM284053.CEL",8.96867082092657,6.23245083618544
"GSM284054.CEL",9.80375413438424,5.95447297650548
"GSM284384.CEL",9.75951230206506,6.95800351539737
"GSM284385.CEL",9.39855923479411,6.48539789387787
"GSM284386.CEL",8.851014226136,7.87153720077728
"GSM284387.CEL",8.5519752540959,7.76833362107616
"GSM284388.CEL",6.05600384177188,9.18548901508218
"GSM284389.CEL",7.90922022470262,9.10686012862977
"GSM284390.CEL",9.08589620426422,8.75425955232869
"GSM284391.CEL",7.76244100339797,8.71004365993757
"GSM284392.CEL",7.3540042749319,8.95280566459322
"GSM284393.CEL",7.03841206869284,8.21078353177212
"GSM284394.CEL",7.36620325263466,9.15944444582844
"GSM284395.CEL",9.08202044843366,9.41397241379071
"GSM284396.CEL",9.76804000326978,9.14844727974407
"GSM284397.CEL",9.62580760451404,9.11247602346561
"GSM284398.CEL",9.25950383020749,8.07054528805449
"GSM499416.CEL",8.35885348161826,6.87490620441699
"GSM499417.CEL",8.62459108597409,6.62131754180335
"GSM289637.CEL",8.60736975591055,8.66665934727243
"GSM289638.CEL",8.53002855162205,6.85285676693649
"GSM289639.CEL",8.4961132709977,8.45246694472893
"GSM289640.CEL",8.67761893681134,8.60807395340445
"GSM289641.CEL",9.23272353811696,6.41556005740158
"GSM289642.CEL",8.60760219610457,6.62392700427348
"GSM290557.CEL",8.88579857142155,8.25555095881912
"GSM290558.CEL",9.07494533629906,7.93476585688126
"GSM290559.CEL",7.85563734000726,9.93888486907458
"GSM290560.CEL",7.77781393041903,10.2433963297697
"GSM290561.CEL",9.13805868936899,8.45384389695074
"GSM290562.CEL",9.25128278666617,8.55869518284043
"GSM290625.CEL",7.27050021707214,9.73741116784373
"GSM290626.CEL",7.13901097264615,8.52417303075354
"GSM290627.CEL",7.96843498861342,7.27844986866615
"GSM290628.CEL",9.11321714269524,9.13052690090694
"GSM290629.CEL",7.37356587035404,8.93503680687599
"GSM290630.CEL",8.23288305703925,7.4930533388065
"GSM290753.CEL",8.51039974428006,5.40941090338152
"GSM290755.CEL",8.74042792330689,5.61188761999944
"GSM290756.CEL",9.11159959616377,5.94282852665896
"GSM290757.CEL",8.35071587879051,5.5295234021232
"GSM290758.CEL",9.65392659306922,6.48361717115753
"GSM290759.CEL",8.07239606342888,7.06644712455855
"GSM290760.CEL",8.91050713402299,5.70064870547619
"GSM290761.CEL",8.60767085217019,5.50009612846151
"GSM290762.CEL",9.07221874994628,5.95070462088366
"GSM290825.CEL",8.54664221450058,5.86949128555369
"GSM290827.CEL",8.75082743373303,7.89396368913298
"GSM290828.CEL",8.4239813550989,6.3874535396223
"GSM291019.CEL",8.51868997721562,5.66710957371541
"GSM291020.CEL",8.59776001151813,5.58743416999704
"GSM291021.CEL",8.88981620915451,5.68933086125965
"GSM291023.CEL",7.66271208968319,7.21760783098026
"GSM291024.CEL",9.63659144536558,6.08644651444882
"GSM291098.CEL",8.37801653830732,6.46461879024288
"GSM291099.CEL",8.97107646924811,5.74373301540804
"GSM291101.CEL",8.5604147221598,5.55905101625314
"GSM291108.CEL",8.45863109550817,5.49236043665995
"GSM291112.CEL",8.93000608804278,5.66194153478563
"GSM291113.CEL",8.4606139227677,5.73944311999356
"GSM291114.CEL",8.20772065149988,6.65241326944426
"GSM291118.CEL",8.8377482682843,7.99797276928507
"GSM291119.CEL",9.59557396953219,6.40629329653153
"GSM291124.CEL",8.70328562160525,6.44125559056597
"GSM291128.CEL",8.70493997261049,7.81636126522024
"GSM292076.CEL",9.17635592619144,8.59586018718706
"GSM292077.CEL",8.93223785542185,7.15453832045884
"GSM292078.CEL",8.95760545653247,8.11329515094545
"GSM292079.CEL",9.20332253442992,8.71818439772704
"GSM292080.CEL",9.09283877560179,7.90573721305957
"GSM292081.CEL",9.05335809157293,8.01222587499495
"GSM297379.CEL",9.72979451247117,6.190812704177
"GSM297380.CEL",8.55366573776379,6.38385637181801
"GSM297381.CEL",8.4820257312303,6.66275965083568
"GSM297382.CEL",5.74764634447751,11.9722764411939
"GSM297383.CEL",6.23039115426711,8.16544290552439
"GSM297384.CEL",9.69248832847659,6.16497196977241
"GSM297385.CEL",8.82849911451451,5.92673602438925
"GSM297386.CEL",8.85583704204088,7.06273036890219
"GSM297387.CEL",6.04680088581241,11.9096973767259
"GSM297388.CEL",6.39185490477476,8.0937602710361
"GSM297389.CEL",10.0233315185737,6.4934345580197
"GSM297390.CEL",8.79850043648359,6.47784159996127
